170.70	251.10	298.06	196.59	485.81	290.02	366.47	371.03	
171.73	250.78	300.30	196.98	486.78	291.90	365.10	372.43	
174.24	250.16	305.54	198.09	489.00	296.48	362.05	375.92	
175.80	249.74	308.47	198.52	490.46	298.66	360.83	377.45	
177.50	249.48	311.54	199.18	491.91	301.16	359.50	379.38	
178.81	249.66	313.99	200.18	492.82	303.45	358.31	381.09	
179.11	249.75	314.77	200.53	492.96	304.07	357.99	381.48	
179.11	249.41	314.77	200.21	493.01	303.83	358.03	381.19	
179.12	249.18	314.83	199.97	493.07	303.72	358.04	381.12	
179.13	249.40	314.86	200.22	493.06	303.91	358.01	381.26	
179.24	249.11	315.08	200.00	493.19	303.91	357.79	381.21	
179.72	249.04	316.02	200.26	493.58	305.05	356.86	382.07	
180.61	248.70	317.81	200.57	494.20	306.54	355.62	383.10	
181.34	248.71	319.41	201.15	494.60	308.27	354.26	384.39	
181.63	248.81	320.12	201.62	494.63	309.01	353.73	384.87	
181.63	248.89	320.10	201.69	494.58	309.08	353.73	384.91	
181.65	248.99	320.12	201.80	494.64	309.15	353.84	384.96	
181.82	249.34	320.02	201.97	494.97	309.08	354.83	385.09	
182.27	249.71	319.96	201.85	496.07	308.26	357.11	384.78	
183.48	250.33	320.02	201.62	498.49	306.82	362.10	384.24	
185.54	251.98	320.09	201.93	501.95	305.27	369.42	383.92	
188.07	253.60	320.03	201.77	506.07	302.54	378.45	382.67	
190.79	254.62	319.67	200.85	510.10	298.82	388.12	380.37	
193.30	255.82	318.83	200.10	513.45	295.01	397.49	377.97	
195.48	257.59	317.49	200.05	515.69	291.86	405.69	375.97	
197.16	259.27	315.52	199.97	517.03	288.40	412.84	373.39	
198.25	259.67	312.96	198.66	517.52	283.73	419.18	369.56	
198.30	261.15	305.38	196.87	515.03	274.94	428.60	361.81	
197.13	262.43	301.33	196.98	512.35	272.17	430.27	359.29	
194.88	262.57	297.09	196.42	509.21	269.33	430.11	356.58	
187.99	262.98	286.23	194.81	500.03	263.14	427.16	350.77	
185.76	264.06	282.11	195.23	496.20	261.60	426.21	349.21	
185.52	264.02	281.49	195.27	495.67	261.16	426.19	348.74	
185.49	263.30	281.45	194.50	495.75	260.35	426.29	348.04	
185.50	263.22	281.45	194.39	495.79	260.28	426.33	348.06	
185.52	263.36	281.46	194.56	495.78	260.46	426.32	348.19	
185.53	263.42	281.47	194.65	495.80	260.53	426.37	348.22	
185.49	262.90	281.48	194.07	495.89	260.04	426.37	347.78	
185.44	262.58	281.46	193.76	495.90	259.76	426.35	347.58	
185.45	263.03	281.48	194.15	495.84	260.20	426.34	348.03	
185.51	263.37	281.48	194.60	495.83	260.51	426.34	348.24	
185.47	262.98	281.50	194.19	495.86	260.17	426.32	347.94	
185.44	262.82	281.47	193.99	495.85	260.04	426.31	347.84	
185.43	262.94	281.48	194.07	495.82	260.16	426.22	347.97	
185.39	263.56	281.50	194.72	495.71	260.83	426.08	348.64	
185.43	263.96	281.50	195.20	495.66	261.23	426.04	348.93	
185.40	263.57	281.50	194.83	495.67	260.87	426.06	348.55	
185.37	263.26	281.51	194.52	495.76	260.58	426.12	348.29	
185.32	262.96	281.46	194.16	495.76	260.25	426.10	348.01	
185.11	264.01	281.32	195.29	495.41	261.40	425.70	349.13	
